"CODOM"|"UASG"|"NOMEOM"|"SIGLAOM"|"INDICATIVOOM"|"UF"|"AREAOM"|"COD_OM_COMIMSUP"|"SITUACAO"
"0070"|"712000"|SECRETARIA DA COMISSÃO INTERMINISTERIAL PARA OS RECURSOS DO MAR|SECIRM|SECIRM|DF|SÉTIMO DN|299.0|1
"0071"|"762410"|AVISO DE INSTRUÇÃO ASPIRANTE NASCIMENTO|AVINASPNASC|AVINAS|RJ|PRIMEIRO DN|525.0|1
"0072"|"762411"|AVISO DE INSTRUÇÃO GUARDA MARINHA JANSEN|AVINGMJANSEN|AVIJAN|RJ|PRIMEIRO DN|525.0|1
"0073"|"762412"|AVISO DE INSTRUÇÃO GUARDA MARINHA BRITO|AVINGMBRITO|AVIBRT|RJ|PRIMEIRO DN|525.0|1
"0084"|"782100"|COMANDO DA FORÇA DE MINAGEM E VARREDURA|COMFORMINVAR|FORVAR|BA|SEGUNDO DN|640.0|1
"0085"|"782115"|NAVIO-VARREDOR ARATU|NVARATU|NVARAT|BA|SEGUNDO DN|84.0|1
"0087"|"782117"|NAVIO-VARREDOR ATALAIA|NVATALAIA|NVATLA|BA|SEGUNDO DN|84.0|1
"0088"|"782118"|NAVIO-VARREDOR ARAÇATUBA|NVARACATUBA|NVTUBA|BA|SEGUNDO DN|84.0|1
"0093"|"731050"|BATALHÃO NAVAL|BTLNAV|BATNAV|RJ|PRIMEIRO DN|282.0|1
"0097"|"791602"|NAVIO-ESCOLA BRASIL|NEBRASIL|NEBRSL|RJ|PRIMEIRO DN|191.0|1
"0101"|"751201"|NAVIO DE APOIO OCEANOGRÁFICO ARY RONGEL|NAPOCARONGEL|NAOARO|RJ|PRIMEIRO DN|269.0|1
"0102"|"751203"|NAVIO OCEANOGRÁFICO ANTARES|NOCANTARES|NOCANT|RJ|PRIMEIRO DN|269.0|1
"0105"|"788118"|NAVIO DE ASSISTÊNCIA HOSPITALAR OSWALDO CRUZ|NASHOCRUZ|NASHOC|AM|NONO DN|721.0|1
"0106"|"788119"|NAVIO DE ASSISTÊNCIA HOSPITALAR CARLOS CHAGAS|NASHCCHAGAS|NASHCC|AM|NONO DN|721.0|1
"0111"|"760001"|SERVIÇO DE ASSISTÊNCIA RELIGIOSA DA MARINHA|SARM|SVCARM|RJ|PRIMEIRO DN|532.0|1
"0115"|"789331"|NAVIO BALIZADOR FAROLEIRO MARIO SEIXAS|NBFMSEIXAS|NBFLMS|PR|OITAVO DN|1254.0|1
"0116"|"783401"|ESTAÇÃO RADIOGONIOMÉTRICA DA MARINHA EM NATAL|ERMN|ERMNAT|RN|TERCEIRO DN|680.0|1
"0120"|"710200"|EMPRESA GERENCIAL DE PROJETOS NAVAIS|EMGEPRON|EGPRON|RJ|PRIMEIRO DN|299.0|1
"0122"|"753000"|INSTITUTO DE ESTUDOS DO MAR ALTE PAULO MOREIRA|IEAPM|IEMAPM|RJ|PRIMEIRO DN|1169.0|1
"0126"|"791619"|CORVETA JULIO DE NORONHA|CVJNORONHA|CVJULI|RJ|PRIMEIRO DN|352.0|1
"0127"|"791530"|SUBMARINO TUPI|STUPI|SBTUPI|RJ|PRIMEIRO DN|34.0|1
"0129"|"783123"|REBOCADOR DE ALTO-MAR TRIUNFO|RBAMTRIUNFO|RTRNFO|RN|TERCEIRO DN|1021.0|1
"0130"|"785101"|REBOCADOR DE ALTO-MAR TRITÃO|RBAMTRITAO|RTRTAO|RS|QUINTO DN|1019.0|1
"0143"|"784513"|NAVIO HIDROCEANOGRÁFICO GARNIER SAMPAIO|NHOGSAMPAIO|NHOGSA|PA|QUARTO DN|1174.0|1
"0145"|"744000"|DIRETORIA DE SISTEMAS DE ARMAS DA MARINHA|DSAM|SISARM|RJ|PRIMEIRO DN|506.0|1
"0149"|"785800"|ESTAÇÃO NAVAL DO RIO GRANDE|ENRG|ESNVRG|RS|QUINTO DN|760.0|1
"0150"|"765730"|CENTRO DE PERÍCIAS MÉDICAS DA MARINHA|CPMM|PERMED|RJ|PRIMEIRO DN|508.0|1
"0159"|"795390"|COMPANHIA DE POLÍCIA|CIAPOL|CIAPOL|RJ|PRIMEIRO DN|588.0|1
"0184"|"702050"|COMANDO DA DEFESA AEROESPACIAL BRASILEIRA|COMDABRA|COMDABRA|DF|SÉTIMO DN||1
"0186"|"773200"|PAGADORIA DE PESSOAL DA MARINHA|PAPEM|PAGPEM|RJ|PRIMEIRO DN|5.0|1
"0189"|"791700"|COMANDO DA 1ª DIVISÃO DA ESQUADRA|COMDIV-1|PRIESQ|RJ|PRIMEIRO DN|593.0|1
"1150"|"730010"|CENTRO DE DEFESA NUCLEAR, BIOLÓGICA, QUÍMICA E RADIOLÓGICA DA MB|CDEFNBQR-MB|CDNBQR|RJ|PRIMEIRO DN|581.0|1
"0002"|"791800"|BASE NAVAL DO RIO DE JANEIRO|BNRJ|BNARIO|RJ|PRIMEIRO DN|593.0|1
"0004"|"771000"|DIRETORIA DE ABASTECIMENTO DA MARINHA|DABM|ABASTC|RJ|PRIMEIRO DN|837.0|1
"0005"|"773000"|DIRETORIA DE FINANÇAS DA MARINHA|DFM|FINANS|RJ|PRIMEIRO DN|837.0|1
"0006"|"767100"|SERVIÇO DE ASSISTÊNCIA SOCIAL DA MARINHA|SASM|SVCASS|RJ|PRIMEIRO DN|211.0|1
"0010"|"787310"|CAPITANIA FLUVIAL DO ARAGUAIA-TOCANTINS|CFAT|CFATOC|TO|SÉTIMO DN|830.0|1
"0011"|"712100"|ESTAÇÃO ANTÁRTICA COMANDANTE FERRAZ|EACOMTEFERRAZ|ESANCF||EXTERIOR|70.0|1
"0013"|"785332"|DELEGACIA FLUVIAL DE URUGUAIANA|DELURUGUAIANA|DLURUG|RS|QUINTO DN|765.0|1
"0014"|"788317"|AGÊNCIA FLUVIAL DE TEFÉ|AGTEFE|AGTEFE|AM|NONO DN|725.0|1
"0021"|"785341"|DELEGACIA DA CAPITANIA DOS PORTOS EM LAGUNA|DELLAGUNA|DELUNA|SC|QUINTO DN|763.0|1
"0025"|"781332"|DELEGACIA DA CAPITANIA DOS PORTOS EM ITACURUÇÁ|DELITACURUCA|DLRUCA|RJ|PRIMEIRO DN|557.0|1
"0034"|"791500"|COMANDO DA FORÇA DE SUBMARINOS|COMFORS|FORSUB|RJ|PRIMEIRO DN|593.0|1
"0050"|"744030"|CENTRO DE MÍSSEIS E ARMAS SUBMARINAS DA MARINHA|CMASM|CEMASB|RJ|PRIMEIRO DN|145.0|1
"0051"|"784400"|ESTAÇÃO RADIOGONIOMÉTRICA DA MARINHA EM BELÉM|ERMBE|ERMBEL|PA|QUARTO DN|720.0|1
"0053"|"765720"|HOSPITAL NAVAL MARCÍLIO DIAS|HNMD|HOSMAD|RJ|PRIMEIRO DN|508.0|1
"0054"|"788316"|AGÊNCIA FLUVIAL DE PARINTINS|AGPARINTINS|AGTINS|AM|NONO DN|725.0|1
"0061"|"771220"|CENTRO DE DISTRIBUIÇÃO E OPERAÇÕES ADUANEIRAS DA MARINHA|CDAM|CENDAM|RJ|PRIMEIRO DN|1333.0|1
"1031"|"791645"|CORVETA BARROSO|CVBARROSO|CVBARR|RJ|PRIMEIRO DN|352.0|1
"0518"|"762200"|CENTRO DE INSTRUÇÃO ALMIRANTE WANDENKOLK|CIAW|CIALWK|RJ|PRIMEIRO DN|628.0|1
"0519"|"732400"|CENTRO DE EDUCAÇÃO FÍSICA ALMIRANTE ADALBERTO NUNES|CEFAN|CEFAAN|RJ|PRIMEIRO DN|581.0|1
"0520"|"762500"|SERVIÇO DE SELEÇÃO DO PESSOAL DA MARINHA|SSPM|SVCSEL|RJ|PRIMEIRO DN|628.0|1
"0521"|"765701"|HOSPITAL CENTRAL DA MARINHA|HCM|HOSCEN|RJ|PRIMEIRO DN|150.0|1
"0523"|"711100"|CENTRO DE COMUNICAÇÃO SOCIAL DA MARINHA|CCSM|CCSCMB|DF|SÉTIMO DN|299.0|1
"0524"|"765703"|ODONTOCLÍNICA CENTRAL DA MARINHA|OCM|ODONTO|RJ|PRIMEIRO DN|286.0|1
"0525"|"762400"|ESCOLA NAVAL|EN|ESCOLA|RJ|PRIMEIRO DN|628.0|1
"0526"|"765741"|LABORATÓRIO FARMACÊUTICO DA MARINHA|LFM|LABFAR|RJ|PRIMEIRO DN|508.0|1
"0528"|"765706"|SANATÓRIO NAVAL DE NOVA FRIBURGO|SNNF|SNNFRJ|RJ|PRIMEIRO DN|286.0|1
"0529"|"762300"|COLÉGIO NAVAL|CN|COLNAV|RJ|PRIMEIRO DN|628.0|1
"0530"|"765704"|POLICLÍNICA NAVAL NOSSA SENHORA DA GLÓRIA|PNNSG|PCLNSG|RJ|PRIMEIRO DN|286.0|1
"0532"|"760000"|DIRETORIA-GERAL DO PESSOAL DA MARINHA|DGPM|DRGPES|RJ|PRIMEIRO DN|298.0|1
"0533"|"791590"|CENTRO DE INSTRUÇÃO E ADESTRAMENTO ALMIRANTE ÁTTILA MONTEIRO ACHÉ|CIAMA|CIASUB|RJ|PRIMEIRO DN|34.0|1
"0535"|"795140"|"3º BATALHÃO DE INFANTARIA DE FUZILEIROS NAVAIS (BATALHÃO PAISSANDU)"|"3BTLINFFUZNAV"|TERBTI|RJ|PRIMEIRO DN|513.0|1
"0536"|"771280"|CENTRO DE MUNIÇÃO DA MARINHA|CMM|CENMUN|RJ|PRIMEIRO DN|1333.0|1
"0537"|"710100"|TRIBUNAL MARÍTIMO |TM|TRIBAR|RJ|PRIMEIRO DN|299.0|1
"0538"|"713000"|COMISSÃO DE PROMOÇÕES DE OFICIAIS|CPO|PROMOF|RJ|PRIMEIRO DN|299.0|1
"0539"|"778000"|CAIXA DE CONSTRUÇÕES DE CASAS PARA O PESSOAL DA MARINHA|CCCPM|CCCPMM|RJ|PRIMEIRO DN|837.0|1
"0540"|"732500"|COMISSÃO DE DESPORTOS DA MARINHA|CDM|CODEMA|RJ|PRIMEIRO DN|581.0|1
"0542"|"781600"|ESCOLA DE APRENDIZES-MARINHEIROS DO ESPÍRITO SANTO|EAMES|EAMVTR|ES|PRIMEIRO DN|570.0|1
"0543"|"781331"|DELEGACIA DA CAPITANIA DOS PORTOS EM ANGRA DOS REIS|DELAREIS|DLANGR|RJ|PRIMEIRO DN|557.0|1
"0544"|"781310"|CAPITANIA DOS PORTOS DO ESPÍRITO SANTO|CPES|CPVITO|ES|PRIMEIRO DN|570.0|1
"0545"|"716000"|PROCURADORIA ESPECIAL DA MARINHA|PEM|PROCTM|RJ|PRIMEIRO DN|299.0|1
"0546"|"781940"|PRESÍDIO DA MARINHA|PM|PRESID|RJ|PRIMEIRO DN|570.0|1
"0548"|"789320"|CAPITANIA FLUVIAL DO TIETÊ-PARANÁ|CFTP|CPFTPR|SP|OITAVO DN|210.0|1
"0550"|"764100"|SERVIÇO DE IDENTIFICAÇÃO DA MARINHA|SIM|SVCIDE|RJ|PRIMEIRO DN|1319.0|1
"0551"|"791190"|CENTRO DE INSTRUÇÃO E ADESTRAMENTO AERONAVAL|CIAAN|CIAAER|RJ|PRIMEIRO DN|558.0|1
"0552"|"791180"|BASE AÉREA NAVAL DE SÃO PEDRO DA ALDEIA|BAENSPA|BANSPA|RJ|PRIMEIRO DN|558.0|1
"0553"|"721000"|ESCOLA DE GUERRA NAVAL|EGN|GUENAV|RJ|PRIMEIRO DN|836.0|1
"0554"|"789321"|DELEGACIA FLUVIAL DE PRESIDENTE EPITÁCIO|DELPEPITACIO|DLPREP|SP|OITAVO DN|548.0|1
"0555"|"795130"|"2º BATALHÃO DE INFANTARIA DE FUZILEIROS NAVAIS (BATALHÃO HUMAITÁ)"|"2BTLINFFUZNAV"|SEGBTI|RJ|PRIMEIRO DN|513.0|1
"0557"|"781330"|CAPITANIA DOS PORTOS DO RIO DE JANEIRO|CPRJ|CPRIOJ|RJ|PRIMEIRO DN|570.0|1
"0558"|"791100"|COMANDO DA FORCA AERONAVAL|COMFORAERNAV|FORAER|RJ|PRIMEIRO DN|593.0|1
"0559"|"762600"|CENTRO DE INSTRUÇÃO ALMIRANTE ALEXANDRINO|CIAA|CIALEX|RJ|PRIMEIRO DN|628.0|1
"0560"|"767200"|CASA DO MARINHEIRO|CMN|CASAMN|RJ|PRIMEIRO DN|211.0|1
"0561"|"789310"|CAPITANIA DOS PORTOS DE SÃO PAULO|CPSP|CPSANT|SP|OITAVO DN|210.0|1
"0563"|"771210"|DEPÓSITO DE COMBUSTÍVEIS DA MARINHA NO RIO DE JANEIRO|DEPCMRJ|DPCOMB|RJ|PRIMEIRO DN|1333.0|1
"0565"|"771250"|DEPÓSITO DE SOBRESSALENTES DA MARINHA NO RIO DE JANEIRO|DEPSMRJ|DPSOBR|RJ|PRIMEIRO DN|1333.0|1
"0569"|"771260"|DEPÓSITO DE FARDAMENTO DA MARINHA NO RIO DE JANEIRO|DEPFMRJ|DPFARD|RJ|PRIMEIRO DN|1339.0|1
"0570"|"781000"|COMANDO DO 1º DISTRITO NAVAL|COM1DN|PRIDIS|RJ|PRIMEIRO DN|630.0|1
"0574"|"732100"|CENTRO DE INSTRUÇÃO ALMIRANTE SYLVIO DE CAMARGO|CIASC|CIACFN|RJ|PRIMEIRO DN|1343.0|1
"0575"|"791580"|BASE ALMIRANTE CASTRO E SILVA|BACS|BACSNI|RJ|PRIMEIRO DN|34.0|1
"0576"|"732200"|CENTRO DE INSTRUÇÃO ALMIRANTE MILCIADES PORTELA ALVES|CIAMPA|CIAMPA|RJ|PRIMEIRO DN|283.0|1
"0577"|"795320"|BATALHÃO LOGÍSTICO DE FUZILEIROS NAVAIS|BTLLOGFUZNAV|BTLLOG|RJ|PRIMEIRO DN|588.0|1
"0580"|"789311"|DELEGACIA DA CAPITANIA DOS PORTOS EM SÃO SEBASTIÃO|DELSSEBASTIAO|DLTIAO|SP|OITAVO DN|561.0|1
"0581"|"730000"|COMANDO-GERAL DO CORPO DE FUZILEIROS NAVAIS|CGCFN|COMCFN|RJ|PRIMEIRO DN|298.0|1
"0582"|"714001"|CENTRO DE INTELIGÊNCIA DA MARINHA - RIO|CIM-RIO||RJ|PRIMEIRO DN|841.0|1
"0583"|"720301"|INSTITUTO DE PESQUISAS DA MARINHA|IPQM|INSPEQ|RJ|PRIMEIRO DN|1169.0|1
"0584"|"781402"|ESTAÇÃO RÁDIO DA MARINHA NO RIO DE JANEIRO|ERMRJ|ERMRIO|RJ|PRIMEIRO DN|570.0|1
"0586"|"741000"|ARSENAL DE MARINHA DO RIO DE JANEIRO|AMRJ|AMRJRJ|RJ|PRIMEIRO DN|1170.0|1
"0587"|"791901"|CENTRO DE ADESTRAMENTO ALMIRANTE MARQUES DE LEÃO|CAAML|CALEAO|RJ|PRIMEIRO DN|593.0|1
"0590"|"795310"|BATALHÃO DE ENGENHARIA DE FUZILEIROS NAVAIS|BTLENGFUZNAV|BTLENG|RJ|PRIMEIRO DN|588.0|1
"0593"|"791000"|COMANDO EM CHEFE DA ESQUADRA|COMEMCH|COMESQ|RJ|PRIMEIRO DN|630.0|1
"0595"|"795340"|BATALHÃO DE VIATURAS ANFÍBIAS|BTLVTRANF|BTLVAN|RJ|PRIMEIRO DN|588.0|1
"0598"|"795400"|BATALHÃO DE OPERAÇÕES ESPECIAIS DE FUZILEIROS NAVAIS|BTLOPESPFUZNAV|BTLOPS|RJ|PRIMEIRO DN|606.0|1
"0600"|"795160"|BATALHÃO DE ARTILHARIA DE FUZILEIROS NAVAIS|BTLARTFUZNAV|BTLART|RJ|PRIMEIRO DN|513.0|1
"0603"|"791110"|"1º ESQUADRÃO DE HELICÓPTEROS ANTI-SUBMARINO"|ESQDHS-1|HELIAS|RJ|PRIMEIRO DN|558.0|1
"0604"|"789200"|CENTRO DE COORDENAÇÃO DE ESTUDOS DA MARINHA EM SÃO PAULO|CCEMSP|CCEMSP|SP|OITAVO DN|752.0|1
"1146"|"771230"|DEPÓSITO DE SUPRIMENTOS DE INTENDÊNCIA DA MARINHA NO RIO DE JANEIRO|DEPSIMRJ|DPSUPR|RJ|PRIMEIRO DN|1339.0|1
"0605"|"791120"|"1º ESQUADRÃO DE HELICÓPTEROS DE EMPREGO GERAL"|ESQDHU-1|HELIEU|RJ|PRIMEIRO DN|558.0|1
"0606"|"795000"|COMANDO DA FORÇA DE FUZILEIROS DA ESQUADRA|COMFFE|FUZESQ|RJ|PRIMEIRO DN|630.0|1
"0607"|"781003"|POSTO OCEANOGRÁFICO DA ILHA DA TRINDADE ( SUBOM 1ºDN)|POIT|POTRIN|ES|PRIMEIRO DN|570.0|1
"0611"|"785200"|GRUPAMENTO DE FUZILEIROS NAVAIS DO RIO GRANDE|GPTFNRG|GRFRGD|RS|QUINTO DN|760.0|1
"0612"|"791130"|"2º ESQUADRÃO DE HELICÓPTEROS DE EMPREGO GERAL"|ESQDHU-2|HELIED|RJ|PRIMEIRO DN|558.0|1
"0614"|"791150"|"1º ESQUADRÃO DE HELICÓPTEROS DE INSTRUÇÃO"|ESQDHI-1|HELINS|RJ|PRIMEIRO DN|558.0|1
"0618"|"791140"|"1º ESQUADRÃO DE HELICÓPTEROS DE ESCLARECIMENTO E ATAQUE"|ESQDHA-1|HELITQ|RJ|PRIMEIRO DN|558.0|1
"0619"|"781335"|AGÊNCIA DA CAPITANIA DOS PORTOS EM PARATI|AGPARATI|AGPRTI|RJ|PRIMEIRO DN|557.0|1
"0624"|"776000"|DIRETORIA DE ADMINISTRAÇÃO DA MARINHA|DADM|ADMSTR|RJ|PRIMEIRO DN|837.0|1
"0628"|"762000"|DIRETORIA DE ENSINO DA MARINHA|DENSM|ENSINO|RJ|PRIMEIRO DN|532.0|1
"0629"|"781401"|ESTAÇÃO RADIOGONIOMÉTRICA DA MARINHA EM CAMPOS NOVOS|ERMCN|ERCNOV|RJ|PRIMEIRO DN|570.0|1
"0630"|"780000"|COMANDO DE OPERAÇÕES NAVAIS|COMOPNAV|OPENAV|RJ|PRIMEIRO DN|298.0|1
"0631"|"752100"|CENTRO DE INSTRUÇÃO ALMIRANTE GRACA ARANHA|CIAGA|CIGRAR|RJ|PRIMEIRO DN|507.0|1
"0635"|"723000"|CENTRO DE ANÁLISES DE SISTEMAS NAVAIS|CASNAV|CASNAV|RJ|PRIMEIRO DN|1169.0|1
"0190"|"791900"|COMANDO DA 2ª DIVISÃO DA ESQUADRA|COMDIV-2|SEGESQ|RJ|PRIMEIRO DN|593.0|1
"0191"|"791600"|COMANDO DA FORÇA DE SUPERFÍCIE|COMFORSUP|FORPER|RJ|PRIMEIRO DN|593.0|1
"0198"|"791660"|COMANDO DO 1º ESQUADRÃO DE APOIO|COMESQDAP-1|PRIEAP|RJ|PRIMEIRO DN|191.0|1
"0202"|"782019"|CORVETA CABOCLO|CVCABOCLO|CVCBCL|BA|SEGUNDO DN|1023.0|1
"0210"|"789000"|COMANDO DO 8º DISTRITO NAVAL|COM8DN|OITDIS|SP|OITAVO DN|630.0|1
"0211"|"767000"|DIRETORIA DE ASSISTÊNCIA SOCIAL DA MARINHA|DASM|DIRASM|RJ|PRIMEIRO DN|532.0|1
"0219"|"791570"|GRUPAMENTO DE MERGULHADORES DE COMBATE|GRUMEC|GPTMEC|RJ|PRIMEIRO DN|34.0|1
"0220"|"784119"|NAVIO-PATRULHA BRACUÍ|NPABRACUI|NPACUI|PA|QUARTO DN|1022.0|1
"0223"|"785107"|NAVIO-PATRULHA BABITONGA|NPABABITONGA|NPANGA|RS|QUINTO DN|1019.0|1
"0225"|"791904"|CENTRO DE MANUTENÇÃO DE EMBARCAÇÕES MIÚDAS|CMEM|CEMEMI|RJ|PRIMEIRO DN|593.0|1
"0228"|"785344"|DELEGACIA DA CAPITANIA DOS PORTOS EM ITAJAÍ|DELITAJAI|DCPJAI|SC|QUINTO DN|763.0|1
"0229"|"785106"|NAVIO-PATRULHA BENEVENTE|NPABENEVENTE|NPANTE|RS|QUINTO DN|1019.0|1
"0230"|"784120"|NAVIO-PATRULHA BOCAINA|NPABOCAINA|NPABOC|PA|QUARTO DN|1022.0|1
"0243"|"786108"|NAVIO-PATRULHA PIRATINI|NPAPIRATINI|NPAINI|MS|SEXTO DN|792.0|1
"0244"|"786107"|NAVIO-PATRULHA PIRAJÁ|NPAPIRAJA|NPAAJA|MS|SEXTO DN|792.0|1
"0245"|"784115"|NAVIO-PATRULHA PAMPEIRO|NPAPAMPEIRO|NPAPAM|PA|QUARTO DN|1022.0|1
"0248"|"786105"|NAVIO-PATRULHA POTI|NPAPOTI|NPAPOT|MS|SEXTO DN|792.0|1
